Nombre,Marca,Tipo,Sexo,Rating/5,Reviews,Vol(ml),Precio,Lista_deseos,Concentracion,Formato,Fam_olfativa,Notas_Corazon,Notas_Fondo,Notas_salida,Vol(ml)_num,Precio/ml
Feelin Good For Him Eau de Toilette,Hollister,Eau de toilette (EDT),(Edt),5.0,1,30,20.5,15,EDT,Standard,,"Geranio, Salvia, Naranja","Vainilla, Almizcle, Madera de Cedro","Frangipani, Limón, Manzana",30.0,0.6833333333333333
Feelin Good For Him Eau de Toilette,Hollister,Eau de toilette (EDT),(Edt),5.0,1,100,29.94,15,EDT,Standard,,"Geranio, Salvia, Naranja","Vainilla, Almizcle, Madera de Cedro","Frangipani, Limón, Manzana",100.0,0.2994
Only Man Eau de Toilette Set para Hombre,Poseidon,Cofres de perfumes para hombre,Hombres,,,EDT 100 ml + Aftershave 100 ml + Gel 100 ml,12.94,,EDT,Pack de productos / Set / Cofre,,,,,,
Colonia Futura Eau de Cologne,Acqua di Parma,Perfumes para hombres,Hombres,,,50,64.98,28,EDC,Vaporizador,Cítrica aromática,"Lavanda, Salvia",Vetiver,"Limón, Bergamota, Pomelo, Pimienta Rosa",50.0,1.2996
Colonia Futura Eau de Cologne,Acqua di Parma,Perfumes para hombres,Hombres,,,100,99.94,28,EDC,Vaporizador,Cítrica aromática,"Lavanda, Salvia",Vetiver,"Limón, Bergamota, Pomelo, Pimienta Rosa",100.0,0.9994
Colonia Futura Eau de Cologne,Acqua di Parma,Perfumes para hombres,Hombres,,,180,117.96,28,EDC,Vaporizador,Cítrica aromática,"Lavanda, Salvia",Vetiver,"Limón, Bergamota, Pomelo, Pimienta Rosa",180.0,0.6553333333333333
To Be Born To Shine for Woman EDP,Police,Perfumes de Mujer,Mujer,,,40,14.73,210,EDP,Vaporizador,Chipre Gourmand,"Jazmín, Rosa de Damasco, Café, Pomarose","Cachemira, Vainilla, Pachulí, Madera de Cedro, Madera de Sándalo","Mandarina, Bergamota, Canela, Flor de Manzano",40.0,0.36825
To Be Born To Shine for Woman EDP,Police,Perfumes de Mujer,Mujer,,,75,19.94,210,EDP,Vaporizador,Chipre Gourmand,"Jazmín, Rosa de Damasco, Café, Pomarose","Cachemira, Vainilla, Pachulí, Madera de Cedro, Madera de Sándalo","Mandarina, Bergamota, Canela, Flor de Manzano",75.0,0.2658666666666667
Feelin Good Eau de Parfum,Hollister,Perfumes de Mujer,Mujer,,,30,20.5,101,EDP,Standard,Cítrica Floral,"Menta, Freesia, Melocotón","Almizcle, Vetiver, Hinoki","Mandarina, Pomelo, Naranja",30.0,0.6833333333333333
Feelin Good Eau de Parfum,Hollister,Perfumes de Mujer,Mujer,,,100,34.94,101,EDP,Standard,Cítrica Floral,"Menta, Freesia, Melocotón","Almizcle, Vetiver, Hinoki","Mandarina, Pomelo, Naranja",100.0,0.3494
Muy Mío Power Eau de Toilette,David Bustamante,Colonias para hombres,Hombres,,,100,8.95,,EDT,Frasco,Ámbar Amderada,"Cardamomo, Cedro","Vetiver, Musgo, Madera de Ámbar","Mandarina, Bergamota, Pimienta Negra",100.0,0.0895
Ciao Bella Cool Eau de Parfum,Sentio,Perfumes de Mujer,Mujer,,,15,1.0,,EDP,Frasco,,,,,15.0,0.06666666666666667
Agua Fresca Flores Blancas EDC,De Ruy,Aguas de colonia (EDC),(Edc),3.8,5,50,1.5,57,EDC,Standard,,"Cítricos, Notas Florales, Notas Frutales",Almizcle,"Cítricos, Notas Afrutadas",50.0,0.03
Mon Eau EDP,Lolita Lempicka,Perfumes de Mujer,Mujer,5.0,3,30,29.95,65,EDP,Vaporizador,Floral Frutal,"Lirio de los Valles, Jazmín Sambac, Iris, Rosa, Manzanilla, Grosella Negra","Almizcle, Sándalo, Violeta","Frambuesa, Mandarina, Limón, Anís, Zarzamora, Lima",30.0,0.9983333333333333
Mon Eau EDP,Lolita Lempicka,Perfumes de Mujer,Mujer,5.0,3,50,39.95,65,EDP,Vaporizador,Floral Frutal,"Lirio de los Valles, Jazmín Sambac, Iris, Rosa, Manzanilla, Grosella Negra","Almizcle, Sándalo, Violeta","Frambuesa, Mandarina, Limón, Anís, Zarzamora, Lima",50.0,0.799
La Femme L'Eau EDT,Prada,Perfumes de Mujer,Mujer,4.67,3,100,79.92,202,EDT,Vaporizador,Cítrica Floral,"Ylang Ylang, Alhelí","Sándalo, Nardo","Mandarina, Notas Verdes",100.0,0.7992
La Femme L'Eau EDT,Prada,Perfumes de Mujer,Mujer,4.67,3,,79.92,202,EDT,Vaporizador,Cítrica Floral,"Ylang Ylang, Alhelí","Sándalo, Nardo","Mandarina, Notas Verdes",,
Aire Anthesis Eau de Parfum,Loewe,Perfumes de Mujer,Mujer,5.0,1,50,80.95,121,EDP,Standard,Floral Afrutado Amaderado,"Peonía, Pera, Ruibarbo",Sándalo,Jara,50.0,1.619
Aire Anthesis Eau de Parfum,Loewe,Perfumes de Mujer,Mujer,5.0,1,100,123.95,121,EDP,Standard,Floral Afrutado Amaderado,"Peonía, Pera, Ruibarbo",Sándalo,Jara,100.0,1.2395
Baby Tous My First Mini Suitcase,Tous,Perfumes para Niños,Niños,,,Set 3 productos,45.95,,EDC,Pack de productos / Set / Cofre,,"Rosa, Manzana, Pera, Flor de Naranja","Cedro, Almizcle, Petit Grain","Mandarina, Bergamota, Neroli",,
Estuche Homme EDP,Boucheron,Perfumes para hombres,Hombres,5.0,1,EDP 100ML + Body Lotion 100ML + Gel 100ML,59.95,,EDP,Pack de productos / Set / Cofre,,,,,,
Ciao Bella Cool Eau de Parfum,Sentio,Perfumes de Mujer,Mujer,,,15,1.0,,EDP,Frasco,,,,,15.0,0.06666666666666667
Attractive Life Eau de Parfum,Sentio,Eau de parfum (EDP),(Edp),,,15,1.0,128,EDP,Frasco,Floral,Jazmín,Naranja,Grosella,15.0,0.06666666666666667
Attractive Life Eau de Parfum,Sentio,Eau de parfum (EDP),(Edp),,,100,4.95,128,EDP,Frasco,Floral,Jazmín,Naranja,Grosella,100.0,0.0495
L'Instant de Guerlain pour Homme EDT,Guerlain,Colonias para hombres,Hombres,,,100,78.5,,EDT,Standard,Amaderada,"Hibiscos, Notas Florales","Pachulí, Chocolate","Cítricos, Arak",100.0,0.785
Attractive Life Eau de Parfum,Sentio,Eau de parfum (EDP),(Edp),,,15,1.0,128,EDP,Frasco,Floral,Jazmín,Naranja,Grosella,15.0,0.06666666666666667
Attractive Life Eau de Parfum,Sentio,Eau de parfum (EDP),(Edp),,,100,4.95,128,EDP,Frasco,Floral,Jazmín,Naranja,Grosella,100.0,0.0495
Vibes Get Comfy Eau de Parfum,Adidas,Eau de parfum (EDP),(Edp),,,100,17.94,,EDP,Frasco,Floral ambarina,"Jazmín, Rosa","Vainilla, Sándalo","Mandarina, Grosella Negra",100.0,0.1794
Aire Anthesis Eau de Parfum,Loewe,Perfumes de Mujer,Mujer,5.0,1,50,80.95,121,EDP,Standard,Floral Afrutado Amaderado,"Peonía, Pera, Ruibarbo",Sándalo,Jara,50.0,1.619
Aire Anthesis Eau de Parfum,Loewe,Perfumes de Mujer,Mujer,5.0,1,100,123.95,121,EDP,Standard,Floral Afrutado Amaderado,"Peonía, Pera, Ruibarbo",Sándalo,Jara,100.0,1.2395
L'Eau Rêvée d'Eliya Eau de Toilette,Sisley,Eau de toilette (EDT),(Edt),,,50,68.95,23,EDT,Frasco,Aromática,"Jazmín, Nardo, Violeta","Cedro, Pachulí, Ambrette","Limón, Bergamota, Flores exóticas",50.0,1.379
L'Eau Rêvée d'Eliya Eau de Toilette,Sisley,Eau de toilette (EDT),(Edt),,,100,106.95,23,EDT,Frasco,Aromática,"Jazmín, Nardo, Violeta","Cedro, Pachulí, Ambrette","Limón, Bergamota, Flores exóticas",100.0,1.0695000000000001
Remix Green Oasis Eau de Cologne,4711,Agua de colonia para mujer,Mujer,5.0,1,100,16.94,33,EDC,Frasco,Floral Frutal,,,,100.0,0.16940000000000002
Eau de Cologne Colonia Pura,Acqua di Parma,Colonias para hombres,Hombres,,,20,47.95,23,EDC,Vaporizador,Floral,"Cilantro, Jazmín Sambac, Narciso","Pachulí, Almizcle, Cedro de Virginia","Bergamota, Naranja, Petitgrain",20.0,2.3975
Eau de Cologne Colonia Pura,Acqua di Parma,Colonias para hombres,Hombres,,,50,72.49,23,EDC,Vaporizador,Floral,"Cilantro, Jazmín Sambac, Narciso","Pachulí, Almizcle, Cedro de Virginia","Bergamota, Naranja, Petitgrain",50.0,1.4498
Eau de Cologne Colonia Pura,Acqua di Parma,Colonias para hombres,Hombres,,,100,123.94,23,EDC,Vaporizador,Floral,"Cilantro, Jazmín Sambac, Narciso","Pachulí, Almizcle, Cedro de Virginia","Bergamota, Naranja, Petitgrain",100.0,1.2394
Eau de Cologne Colonia Pura,Acqua di Parma,Colonias para hombres,Hombres,,,180,134.43,23,EDC,Vaporizador,Floral,"Cilantro, Jazmín Sambac, Narciso","Pachulí, Almizcle, Cedro de Virginia","Bergamota, Naranja, Petitgrain",180.0,0.7468333333333333
Les Légendaires Jardins de Bagatelle Eau de Parfum,Guerlain,Perfumes de Mujer,Mujer,,,75,94.95,,EDP,Frasco,,,,,75.0,1.266
To Be Free To Dare Man EDT,Police,Perfumes para hombres,Hombres,,,75,18.94,54,EDT,Frasco,Ámbar Fougère,"Geranio, Cedro Blanco, Acorde Acuático","Vainilla, Ambroxan, Madera de Cedro","Menta, Pomelo, Cardamomo",75.0,0.25253333333333333
To Be Free To Dare Man EDT,Police,Perfumes para hombres,Hombres,,,125,27.47,54,EDT,Frasco,Ámbar Fougère,"Geranio, Cedro Blanco, Acorde Acuático","Vainilla, Ambroxan, Madera de Cedro","Menta, Pomelo, Cardamomo",125.0,0.21975999999999998
Berry Blast Eau de Toilette,Pink Sugar,Agua de colonia para mujer,Mujer,,,100,19.95,,EDT,Frasco,,,,,100.0,0.19949999999999998
Paradise Miami Nights Eau de Parfum,Sentio,Perfumes de Mujer,Mujer,,,15,1.0,,EDP,Frasco,,,,,15.0,0.06666666666666667
Brisa Cubana Eau de Toilette Estuche,Escada,Cofres de perfumes para mujer,Mujer,4.13,8,EDT 100 ml + Gel 50 ml + Neceser,47.94,410,EDT,Pack de productos / Set / Cofre,Cítrica,Aceite de Menta Verde,Flor de Cuba,Lima,,
Le Parfum in White EDP,Elie Saab,Perfumes de Mujer,Mujer,5.0,4,30,44.95,275,EDP,Vaporizador,Chipre Floral,Jazmín,"Pachulí, Ámbar, Almizcle Blanco","Flor de Azahar, Bayas",30.0,1.4983333333333335
Le Parfum in White EDP,Elie Saab,Perfumes de Mujer,Mujer,5.0,4,50,59.95,275,EDP,Vaporizador,Chipre Floral,Jazmín,"Pachulí, Ámbar, Almizcle Blanco","Flor de Azahar, Bayas",50.0,1.199
Le Parfum in White EDP,Elie Saab,Perfumes de Mujer,Mujer,5.0,4,90,79.95,275,EDP,Vaporizador,Chipre Floral,Jazmín,"Pachulí, Ámbar, Almizcle Blanco","Flor de Azahar, Bayas",90.0,0.8883333333333334
Remix Green Oasis Eau de Cologne,4711,Agua de colonia para mujer,Mujer,5.0,1,100,16.94,33,EDC,Frasco,Floral Frutal,,,,100.0,0.16940000000000002
La Petite Robe Noire EDT,Guerlain,Perfumes de Mujer,Mujer,3.75,4,100,91.95,123,EDT,Vaporizador,Floral Frutal,"Flor de Azahar, Manzana, Grosella Negra, Cereza","Pachulí, Almizcle, Ámbar","Jazmín, Rosa, Notas Verdes",100.0,0.9195
Eau de Cologne Colonia Pura,Acqua di Parma,Colonias para hombres,Hombres,,,20,47.95,23,EDC,Vaporizador,Floral,"Cilantro, Jazmín Sambac, Narciso","Pachulí, Almizcle, Cedro de Virginia","Bergamota, Naranja, Petitgrain",20.0,2.3975
Eau de Cologne Colonia Pura,Acqua di Parma,Colonias para hombres,Hombres,,,50,72.49,23,EDC,Vaporizador,Floral,"Cilantro, Jazmín Sambac, Narciso","Pachulí, Almizcle, Cedro de Virginia","Bergamota, Naranja, Petitgrain",50.0,1.4498
Eau de Cologne Colonia Pura,Acqua di Parma,Colonias para hombres,Hombres,,,100,123.94,23,EDC,Vaporizador,Floral,"Cilantro, Jazmín Sambac, Narciso","Pachulí, Almizcle, Cedro de Virginia","Bergamota, Naranja, Petitgrain",100.0,1.2394
Eau de Cologne Colonia Pura,Acqua di Parma,Colonias para hombres,Hombres,,,180,134.43,23,EDC,Vaporizador,Floral,"Cilantro, Jazmín Sambac, Narciso","Pachulí, Almizcle, Cedro de Virginia","Bergamota, Naranja, Petitgrain",180.0,0.7468333333333333
Bespoke Set EDP,Hackett London,Cofres de perfumes para hombre,Hombres,5.0,1,EDP 100 ML + DESODORANTE 75 ML,55.95,,EDP,Pack de productos / Set / Cofre,Amaderado Ámbar,"Cedro, Musgo de Roble, Hoja de Pimiento","Ámbar, Tabaco, Cuero","Enebro, Cilantro, Vetiver, Ron, Ciprés",,
Celebrate For Her Estuche Eau de Parfum,Pepe Jeans,Eau de parfum (EDP),(Edp),5.0,1,80,34.95,19,EDP,Pack de productos / Set / Cofre,,"Whisky, Notas Acuosas, Caviar, Inmortelle","Cachemira, Vainilla, Ámbar, Haba Tonka","Pimienta Blanca, Palomitas de Maíz, Castaña",80.0,0.436875
Celebrate For Her Estuche Eau de Parfum,Pepe Jeans,Eau de parfum (EDP),(Edp),5.0,1,EDP 80 ml + Mini,34.95,19,EDP,Pack de productos / Set / Cofre,,"Whisky, Notas Acuosas, Caviar, Inmortelle","Cachemira, Vainilla, Ámbar, Haba Tonka","Pimienta Blanca, Palomitas de Maíz, Castaña",,
Il Libro Degli Agrumi Zagara EDT Unisex,Monotheme,Perfumes de Mujer,Mujer,,,100,15.95,,EDT,Frasco,,,,,100.0,0.1595
Signatures of the Sun Oud Eau de Parfum,Acqua di Parma,Perfumes de Mujer,Mujer,,,20,72.82,89,EDP,Vaporizador,Amaderada,"Cilantro, Oud, Aceite de Amyris Haitano","Almizcle, Sándalo, Cuero, Madera de Cedro, Aceite de Pachulí","Bergamota, Naranja",20.0,3.6409999999999996
Signatures of the Sun Oud Eau de Parfum,Acqua di Parma,Perfumes de Mujer,Mujer,,,100,181.98,89,EDP,Vaporizador,Amaderada,"Cilantro, Oud, Aceite de Amyris Haitano","Almizcle, Sándalo, Cuero, Madera de Cedro, Aceite de Pachulí","Bergamota, Naranja",100.0,1.8197999999999999
Signatures of the Sun Oud Eau de Parfum,Acqua di Parma,Perfumes de Mujer,Mujer,,,180,217.46,89,EDP,Vaporizador,Amaderada,"Cilantro, Oud, Aceite de Amyris Haitano","Almizcle, Sándalo, Cuero, Madera de Cedro, Aceite de Pachulí","Bergamota, Naranja",180.0,1.2081111111111111
 Grey Vetiver Parfum ,Tom Ford,Perfumes para hombres,Hombres,,,50,116.9,156,EDP,Frasco,,,,,50.0,2.338
 Grey Vetiver Parfum ,Tom Ford,Perfumes para hombres,Hombres,,,100,153.94,156,EDP,Frasco,,,,,100.0,1.5393999999999999
Le Parfum in White EDP,Elie Saab,Perfumes de Mujer,Mujer,5.0,4,30,44.95,275,EDP,Vaporizador,Chipre Floral,Jazmín,"Pachulí, Ámbar, Almizcle Blanco","Flor de Azahar, Bayas",30.0,1.4983333333333335
Le Parfum in White EDP,Elie Saab,Perfumes de Mujer,Mujer,5.0,4,50,59.95,275,EDP,Vaporizador,Chipre Floral,Jazmín,"Pachulí, Ámbar, Almizcle Blanco","Flor de Azahar, Bayas",50.0,1.199
Le Parfum in White EDP,Elie Saab,Perfumes de Mujer,Mujer,5.0,4,90,79.95,275,EDP,Vaporizador,Chipre Floral,Jazmín,"Pachulí, Ámbar, Almizcle Blanco","Flor de Azahar, Bayas",90.0,0.8883333333333334
Pasha Edition Noire Sport Eau de Toilette,Cartier,Perfumes para hombres,Hombres,5.0,1,100,85.95,21,EDT,,Amaderado aromático,Notas Marinas,"Cedro, Ámbar, Sándalo","Cítricos, Notas Acuáticas",100.0,0.8595
Pasha Edition Noire Sport Eau de Toilette,Cartier,Perfumes para hombres,Hombres,5.0,1,150,102.75,21,EDT,,Amaderado aromático,Notas Marinas,"Cedro, Ámbar, Sándalo","Cítricos, Notas Acuáticas",150.0,0.685
Pasha Edition Noire Sport Eau de Toilette,Cartier,Perfumes para hombres,Hombres,5.0,1,200,93.5,21,EDT,,Amaderado aromático,Notas Marinas,"Cedro, Ámbar, Sándalo","Cítricos, Notas Acuáticas",200.0,0.4675
Set EDT + Piruleta,PRIMOR,Perfumes para Niños,Niños,,,Set 2 productos,7.98,,EDT,Pack de productos / Set / Cofre,,,,,,
Magic Fizz Eau de Parfum para Mujer,Naf Naf,Perfumes de Mujer,Mujer,,,50,25.95,,EDP,Frasco,,"Neroli, Verbena",Cera de Abeja,"Bergamota, Tomate",50.0,0.519
Bespoke Set EDP,Hackett London,Cofres de perfumes para hombre,Hombres,5.0,1,EDP 100 ML + DESODORANTE 75 ML,55.95,,EDP,Pack de productos / Set / Cofre,Amaderado Ámbar,"Cedro, Musgo de Roble, Hoja de Pimiento","Ámbar, Tabaco, Cuero","Enebro, Cilantro, Vetiver, Ron, Ciprés",,
Celebrate For Her Estuche Eau de Parfum,Pepe Jeans,Eau de parfum (EDP),(Edp),5.0,1,80,34.95,19,EDP,Pack de productos / Set / Cofre,,"Whisky, Notas Acuosas, Caviar, Inmortelle","Cachemira, Vainilla, Ámbar, Haba Tonka","Pimienta Blanca, Palomitas de Maíz, Castaña",80.0,0.436875
Celebrate For Her Estuche Eau de Parfum,Pepe Jeans,Eau de parfum (EDP),(Edp),5.0,1,EDP 80 ml + Mini,34.95,19,EDP,Pack de productos / Set / Cofre,,"Whisky, Notas Acuosas, Caviar, Inmortelle","Cachemira, Vainilla, Ámbar, Haba Tonka","Pimienta Blanca, Palomitas de Maíz, Castaña",,
Blu Mediterraneo Fico di Amalfi Eau de Toilette,Acqua di Parma,Eau de toilette (EDT),(Edt),,,100,123.28,21,EDT,Frasco,,,,,100.0,1.2328000000000001
Blu Mediterraneo Fico di Amalfi Eau de Toilette,Acqua di Parma,Eau de toilette (EDT),Mujer,,,180,134.43,21,EDT,Frasco,,,,,180.0,0.7468333333333333
Signatures of the Sun Oud Eau de Parfum,Acqua di Parma,Perfumes de Mujer,Mujer,,,20,72.82,89,EDP,Vaporizador,Amaderada,"Cilantro, Oud, Aceite de Amyris Haitano","Almizcle, Sándalo, Cuero, Madera de Cedro, Aceite de Pachulí","Bergamota, Naranja",20.0,3.6409999999999996
Signatures of the Sun Oud Eau de Parfum,Acqua di Parma,Perfumes de Mujer,Mujer,,,100,181.98,89,EDP,Vaporizador,Amaderada,"Cilantro, Oud, Aceite de Amyris Haitano","Almizcle, Sándalo, Cuero, Madera de Cedro, Aceite de Pachulí","Bergamota, Naranja",100.0,1.8197999999999999
Signatures of the Sun Oud Eau de Parfum,Acqua di Parma,Perfumes de Mujer,Mujer,,,180,217.46,89,EDP,Vaporizador,Amaderada,"Cilantro, Oud, Aceite de Amyris Haitano","Almizcle, Sándalo, Cuero, Madera de Cedro, Aceite de Pachulí","Bergamota, Naranja",180.0,1.2081111111111111
Muy Mío Gold EDT,David Bustamante,Perfumes para hombres,Mujer,5.0,1,100,7.95,,EDT,Frasco,,,,,100.0,0.0795
Les Eaux D'Un Instant Blooming Grapefruit EDT,Angel Schlesser,Perfumes de Mujer,Mujer,5.0,4,100,25.94,127,EDT,Vaporizador,Floral,Ruibarbo,Notas Amaderadas,Pomelo,100.0,0.2594
Les Eaux D'Un Instant Blooming Grapefruit EDT,Angel Schlesser,Perfumes de Mujer,Mujer,5.0,4,150,26.94,127,EDT,Vaporizador,Floral,Ruibarbo,Notas Amaderadas,Pomelo,150.0,0.1796
1881 Silver EDT,Cerruti,Eau de toilette (EDT),(Edt),,,100,29.94,23,EDT,Frasco,Aromática y amaderada,"Geranio, Lavanda, Piña","Pachulí, Ámbar, Musgo","Limón, Albahaca, Jengibre",100.0,0.2994
Set EDT + Piruleta,PRIMOR,Perfumes para Niños,Niños,,,Set 2 productos,7.98,,EDT,Pack de productos / Set / Cofre,,,,,,
Le Parfum Lumière Eau de Parfum,Elie Saab,Perfumes de Mujer,Mujer,5.0,3,30,41.94,194,EDP,Vaporizador,Ámbar Floral,"Jazmín, Pachulí","Cedro, Rosa",Flor de Azahar,30.0,1.398
Le Parfum Lumière Eau de Parfum,Elie Saab,Perfumes de Mujer,Mujer,5.0,3,50,59.95,194,EDP,Vaporizador,Ámbar Floral,"Jazmín, Pachulí","Cedro, Rosa",Flor de Azahar,50.0,1.199
Le Parfum Lumière Eau de Parfum,Elie Saab,Perfumes de Mujer,Mujer,5.0,3,90,74.36,194,EDP,Vaporizador,Ámbar Floral,"Jazmín, Pachulí","Cedro, Rosa",Flor de Azahar,90.0,0.8262222222222222
Bright Set Eau de Parfum Estuche Para Mujer,Pepe Jeans,Eau de parfum (EDP),(Edp),,,EDP 80 ml + Body Lotion 100 ml,34.95,107,EDP,Pack de productos / Set / Cofre,,Flores Blancas,"Pachulí, Almizcle, Sándalo","Mandarina, Pera, Jengibre",,
Bright Set Eau de Parfum Estuche Para Mujer,Pepe Jeans,Eau de parfum (EDP),(Edp),,,EDP 30ML + Body Lotion 60ML+ Shower Gel 60ML,21.5,107,EDP,Pack de productos / Set / Cofre,,Flores Blancas,"Pachulí, Almizcle, Sándalo","Mandarina, Pera, Jengibre",,
Miss Dior Gel de rosa Purificante para Manos,Dior,Perfumes de Mujer,Mujer,,,100,39.95,,,Bote,,,,,100.0,0.3995
Blu Mediterraneo Fico di Amalfi Eau de Toilette,Acqua di Parma,Eau de toilette (EDT),(Edt),,,100,123.28,21,EDT,Frasco,,,,,100.0,1.2328000000000001
Blu Mediterraneo Fico di Amalfi Eau de Toilette,Acqua di Parma,Eau de toilette (EDT),(Edt),,,180,134.43,21,EDT,Frasco,,,,,180.0,0.7468333333333333
Fame Intense Recarga Eau de Parfum,Rabanne,Perfumes de Mujer,Mujer,5.0,1,Recarga 200 ml,117.95,,Eau de Parfum Intense,Frasco,Floral Amaderado,"Jazmín, Ylang Ylang","Almizcle, Sándalo, Cedro de Virginia","Pimienta Rosa, Agua de Coco, Bergamota Italiana",,
Fun Beauty EDT ,Vintage,Eau de toilette (EDT),(Edt),,,50,1.99,3,EDT,Standard,,,,,50.0,0.0398
Fun Beauty EDT ,Vintage,Eau de toilette (EDT),(Edt),,,50,1.99,3,EDT,Standard,,,,,50.0,0.0398
Fun Beauty EDT ,Vintage,Eau de toilette (EDT),(Edt),,,50,1.99,3,EDT,Standard,,,,,50.0,0.0398
Les Eaux D'Un Instant Blooming Grapefruit EDT,Angel Schlesser,Perfumes de Mujer,Mujer,5.0,4,100,25.94,127,EDT,Vaporizador,Floral,Ruibarbo,Notas Amaderadas,Pomelo,100.0,0.2594
Les Eaux D'Un Instant Blooming Grapefruit EDT,Angel Schlesser,Perfumes de Mujer,Mujer,5.0,4,150,26.94,127,EDT,Vaporizador,Floral,Ruibarbo,Notas Amaderadas,Pomelo,150.0,0.1796
Canyon Escape for Her,Hollister,Perfumes de Mujer,Mujer,,,50,23.33,97,EDP,Vaporizador,Almízcle Floral Amaderado,"Flor de Azahar, Iris, Rosa, Notas Solares","Cedro, Almizcle, Sándalo","Mandarina, Naranja Sanguina, Flor de Cactus",50.0,0.46659999999999996
Canyon Escape for Her,Hollister,Perfumes de Mujer,Mujer,,,100,30.52,97,EDP,Vaporizador,Almízcle Floral Amaderado,"Flor de Azahar, Iris, Rosa, Notas Solares","Cedro, Almizcle, Sándalo","Mandarina, Naranja Sanguina, Flor de Cactus",100.0,0.30519999999999997
Dolce Blue Jasmine Eau de Parfum,Dolce & Gabbana,Perfumes de Mujer,Mujer,,,75,61.94,100,EDP,Frasco,Floral afrutada,Jazmín Sambac,Madera de Cedro,Higo Azul de Sicilia,75.0,0.8258666666666666
Le Parfum Lumière Eau de Parfum,Elie Saab,Perfumes de Mujer,Mujer,5.0,3,30,41.94,194,EDP,Vaporizador,Ámbar Floral,"Jazmín, Pachulí","Cedro, Rosa",Flor de Azahar,30.0,1.398
Le Parfum Lumière Eau de Parfum,Elie Saab,Perfumes de Mujer,Mujer,5.0,3,50,59.95,194,EDP,Vaporizador,Ámbar Floral,"Jazmín, Pachulí","Cedro, Rosa",Flor de Azahar,50.0,1.199
Le Parfum Lumière Eau de Parfum,Elie Saab,Perfumes de Mujer,Mujer,5.0,3,90,74.36,194,EDP,Vaporizador,Ámbar Floral,"Jazmín, Pachulí","Cedro, Rosa",Flor de Azahar,90.0,0.8262222222222222
Pure Princess Perfume en Barra Ariel,Mad Beauty,Perfumes para Niños,Niños,,,15,5.99,,Parfum,Stick / Barra,,,,"Mirra, Haba Tonka",15.0,0.3993333333333334
La Panthère Eau de Toilette,Cartier,Perfumes de Mujer,Mujer,5.0,2,100,100.99,47,EDT,Vaporizador,Floral Almizcle,Gardenia,Almizcle,Flores Blancas,100.0,1.0099
Hugs And Kisses EDP,Sentio,Eau de parfum (EDP),(Edp),,,15,1.0,,EDP,Standard,,,,,15.0,0.06666666666666667
Cofre Dear Mommy + Baby Colonia,Suavinex,Perfumes de Mujer,Mujer,5.0,1,Set 2 productos,31.98,,EDC,Pack de productos / Set / Cofre,,,,,,
Fun Beauty EDT ,Vintage,Eau de toilette (EDT),(Edt),,,50,1.99,3,EDT,Standard,,,,,50.0,0.0398
Fun Beauty EDT ,Vintage,Eau de toilette (EDT),(Edt),,,50,1.99,3,EDT,Standard,,,,,50.0,0.0398
Fun Beauty EDT ,Vintage,Eau de toilette (EDT),Unisex,,,50,1.99,3,EDT,Standard,,,,,50.0,0.0398
Essenza Eau de Toilette,Titto Bluni,Perfumes para hombres,Hombres,,,30,2.75,4,EDT,Vaporizador,Amaderada Especiada,"Especias, Rosa, Canela","Pachulí, Ámbar, Cuero, Notas Amaderadas","Mandarina, Menta, Pomelo",30.0,0.09166666666666666
Canyon Escape for Her,Hollister,Perfumes de Mujer,Mujer,,,50,23.33,97,EDP,Vaporizador,Almízcle Floral Amaderado,"Flor de Azahar, Iris, Rosa, Notas Solares","Cedro, Almizcle, Sándalo","Mandarina, Naranja Sanguina, Flor de Cactus",50.0,0.46659999999999996
Canyon Escape for Her,Hollister,Perfumes de Mujer,Mujer,,,100,30.52,97,EDP,Vaporizador,Almízcle Floral Amaderado,"Flor de Azahar, Iris, Rosa, Notas Solares","Cedro, Almizcle, Sándalo","Mandarina, Naranja Sanguina, Flor de Cactus",100.0,0.30519999999999997
Dolce Blue Jasmine Eau de Parfum,Dolce & Gabbana,Perfumes de Mujer,Mujer,,,75,61.94,100,EDP,Frasco,Floral afrutada,Jazmín Sambac,Madera de Cedro,Higo Azul de Sicilia,75.0,0.8258666666666666
Hello Paradise Eau de Parfum Mujer,Naf Naf,Perfumes de Mujer,Mujer,,,50,25.95,,EDP,Frasco,Floral,Flor de Azahar,"Cedro, Leche de Coco",Mango,50.0,0.519
La Panthère Eau de Toilette,Cartier,Perfumes de Mujer,Mujer,5.0,2,100,100.99,47,EDT,Vaporizador,Floral Almizcle,Gardenia,Almizcle,Flores Blancas,100.0,1.0099
Diavolo Estuche Eau de Toilette,Antonio Banderas,Cofres de perfumes para hombre,Hombres,,,EDT 100 ml + Regalo,12.94,,EDT,Pack de productos / Set / Cofre,Ambar Especiado,"Geranio, Pimienta, Pachulí","Almizcle, Sándalo, Cuero","Mandarina, Bergamota, Hojas Verdes",,
Essenza Eau de Toilette,Titto Bluni,Perfumes para hombres,Hombres,,,30,2.75,4,EDT,Vaporizador,Amaderada Especiada,"Especias, Rosa, Canela","Pachulí, Ámbar, Cuero, Notas Amaderadas","Mandarina, Menta, Pomelo",30.0,0.09166666666666666
Cofre Dear Mommy + Baby Colonia,Suavinex,Perfumes de Mujer,Mujer,5.0,1,Set 2 productos,31.98,,EDC,Pack de productos / Set / Cofre,,,,,,
